megawatthours	BPAT	Demand	Day-ahead demand forecast	Net generation	Total interchange	CISO	Demand	Day-ahead demand forecast	Net generation	Total interchange	CPLE	Demand	Day-ahead demand forecast	Net generation	Total interchange	ERCO	Demand	Day-ahead demand forecast	Net generation	Total interchange	FPL	Demand	Day-ahead demand forecast	Net generation	Total interchange	ISNE	Demand	Day-ahead demand forecast	Net generation	Total interchange	MISO	Demand	Day-ahead demand forecast	Net generation	Total interchange	NYIS	Demand	Day-ahead demand forecast	Net generation	Total interchange	PACW	Demand	Day-ahead demand forecast	Net generation	Total interchange	PJM	Demand	Day-ahead demand forecast	Net generation	Total interchange	United States Lower 48 (region)	Demand	Day-ahead demand forecast	Net generation	Total interchange
04:00 EST 2/16/2021	NA	6557	6604	10388	7237	NA	20657	20878	13811	-5405	NA	5721	7672	7522	1801	NA	45427	67283	44613	-814	NA	10530	10237	10570	40	NA	11930	11630	9410	-2520	NA	88404	90744	81160	-9071	NA	15364	14577	10856	-4508	NA	2304	2434	839	-1465	NA	92448	90492	105967	13529	NA	471415	494402	465250	-3546
05:00 EST 2/16/2021	NA	6456	6592	10015	7176	NA	20014	20175	13348	-5598	NA	5762	7873	7501	1739	NA	46172	69263	45358	-814	NA	10596	10408	10615	19	NA	12209	11920	9724	-2485	NA	88546	91544	81886	-8429	NA	15500	14750	11090	-4410	NA	2294	2380	948	-1346	NA	93328	94275	106734	13414	NA	474864	503423	469246	-780
06:00 EST 2/16/2021	NA	6497	6604	10044	7375	NA	19684	19825	13114	-5490	NA	6073	8427	7735	1662	NA	45747	70318	44945	-802	NA	11094	11187	11084	-10	NA	12769	12650	10469	-2300	NA	88720	94159	83064	-7931	NA	16065	15427	11488	-4577	NA	2289	2348	823	-1466	NA	95922	100452	110315	14401	NA	483001	520393	477510	-871
07:00 EST 2/16/2021	NA	6599	6724	10244	7634	NA	19643	19752	13597	-5472	NA	6581	9050	7634	1053	NA	45871	72111	45056	-814	NA	11907	12159	11898	-9	NA	13715	13800	11671	-2044	NA	90307	99352	84464	-8433	NA	16980	16625	12527	-4453	NA	2330	2380	1116	-1214	NA	100218	105149	114269	14060	NA	500080	544695	494928	-3463
08:00 EST 2/16/2021	NA	6855	7029	11014	8362	NA	20184	20253	14322	-5251	NA	6867	9371	7655	788	NA	46555	75061	45812	-742	NA	12585	12877	12777	192	NA	14736	14810	12488	-2248	NA	93447	105281	87657	-9039	NA	17894	17706	14301	-3593	NA	2421	2476	1461	-960	NA	103292	106536	117066	13784	NA	519040	568587	514827	-2921
09:00 EST 2/16/2021	NA	7403	7641	12097	9337	NA	21551	21551	15976	-5703	NA	6933	9493	7972	1039	NA	46846	74994	46790	-56	NA	13386	14068	13611	225	NA	15470	15320	13197	-2273	NA	94586	106362	86149	-10676	NA	18574	18476	14633	-3941	NA	2658	2723	1748	-910	NA	105076	106227	117529	12458	NA	530825	580071	526040	-2836
10:00 EST 2/16/2021	NA	8035	8341	14775	11815	NA	23457	23665	17450	-5896	NA	6801	9172	8550	1749	NA	45814	72937	45815	NA	NA	14047	14874	14404	357	NA	15725	15740	13436	-2289	NA	94829	104726	87411	-9616	NA	18886	18823	14770	-4116	NA	2977	3048	1902	-1075	NA	104643	105298	115624	10985	NA	535980	582523	532871	-430
11:00 EST 2/16/2021	NA	8324	8690	15241	12059	NA	24288	24591	19061	-5452	NA	6663	8834	9350	2687	NA	44836	71521	44836	NA	NA	14499	15613	14660	161	NA	15688	15640	13222	-2466	NA	94003	102482	85848	-10285	NA	18965	18903	14428	-4537	NA	3155	3240	1959	-1196	NA	103802	104144	116026	12228	NA	534262	579152	530827	-887
12:00 EST 2/16/2021	NA	8435	8657	14842	11482	NA	23925	24136	19492	-3907	NA	6482	8602	9295	2813	NA	44071	69033	43940	-132	NA	15090	16423	15253	163	NA	15651	15480	13181	-2470	NA	92659	100303	84037	-10523	NA	19009	18864	14683	-4326	NA	3154	3241	1891	-1263	NA	102369	103077	114856	12490	NA	531137	570469	525590	-759
13:00 EST 2/16/2021	NA	8244	8365	14597	11382	NA	23336	23128	19787	-3305	NA	6336	8254	9295	2959	NA	43996	66806	43563	-434	NA	15448	17098	15680	232	NA	15395	15190	13046	-2349	NA	91479	98237	83670	-9649	NA	18902	18716	14428	-4474	NA	3048	3192	1978	-1070	NA	101052	101957	114238	13190	NA	524011	558532	520512	-279
14:00 EST 2/16/2021	NA	8037	8070	14445	11330	NA	22380	22073	19982	-1873	NA	6203	8070	9152	2949	NA	43924	64560	43408	-517	NA	15237	17427	15399	162	NA	15113	14960	12815	-2298	NA	90165	96413	82396	-9646	NA	18761	18540	14157	-4604	NA	2892	3117	1993	-899	NA	100354	101047	113066	12715	NA	515160	547479	511141	-643
15:00 EST 2/16/2021	NA	7821	7840	14332	11384	NA	21691	21292	19930	-1244	NA	6027	7869	8785	2758	NA	43633	62636	43116	-517	NA	15671	17684	15853	182	NA	15193	14770	12831	-2362	NA	88863	94974	81230	-9248	NA	18588	18494	14139	-4449	NA	2813	3038	1729	-1084	NA	99906	100996	111489	11586	NA	507439	537941	503142	-791
16:00 EST 2/16/2021	NA	7624	7649	14130	11319	NA	21092	20934	19706	-776	NA	5942	7897	8559	2617	NA	44901	62981	44380	-521	NA	15762	17565	15918	156	NA	15173	14700	12903	-2270	NA	87462	93616	80148	-8806	NA	18636	18530	14507	-4129	NA	2735	2975	1516	-1219	NA	100798	102815	110697	9903	NA	503925	535881	499596	-709
17:00 EST 2/16/2021	NA	7429	7488	14021	11160	NA	21095	20835	19556	-1020	NA	6035	8048	8441	2406	NA	45238	60778	44432	-806	NA	15603	17161	15606	3	NA	15559	15110	13455	-2104	NA	86696	93136	79131	-9183	NA	19059	18964	15054	-4005	NA	2673	2917	1542	-1131	NA	102293	107746	112640	10350	NA	504402	538007	500604	-734
18:00 EST 2/16/2021	NA	7292	7347	13935	11135	NA	21284	21264	19124	-1264	NA	6332	8440	7937	1605	NA	45861	61726	45046	-815	NA	15488	16546	15485	-3	NA	16270	16140	13557	-2713	NA	87269	94267	79784	-9065	NA	19867	19573	15927	-3940	NA	2630	2869	1621	-1009	NA	105882	111431	116935	11057	NA	514193	548046	509653	-1177
19:00 EST 2/16/2021	NA	7278	7316	14134	11764	NA	21823	22091	18864	-1870	NA	6978	8991	7886	908	NA	46312	64736	45497	-815	NA	15788	16354	15810	22	NA	16406	16300	13756	-2650	NA	90562	97863	83591	-8967	NA	20358	20020	16658	-3700	NA	2631	2859	1731	-900	NA	110779	111236	122641	11866	NA	533434	562859	528509	-1316
20:00 EST 2/16/2021	NA	7478	7494	15244	12990	NA	23064	23319	16521	-4407	NA	7144	9072	8078	934	NA	45536	65722	44721	-815	NA	15556	15254	15436	-120	NA	15809	15650	13141	-2668	NA	93898	100420	87183	-9054	NA	19996	19560	16106	-3890	NA	2690	2913	1994	-696	NA	111344	109614	124647	13307	NA	544451	569232	537362	-2401
21:00 EST 2/16/2021	NA	7941	7930	16181	13864	NA	25288	25302	17874	-7330	NA	7158	8863	8142	984	NA	45174	65754	44359	-815	NA	14666	14193	14479	-187	NA	15189	15050	12496	-2693	NA	92922	100023	86426	-8739	NA	19420	18977	15683	-3737	NA	2887	3059	2368	-519	NA	110205	106908	123365	13163	NA	544474	568863	539931	-1553
22:00 EST 2/16/2021	NA	8232	8207	16526	13990	NA	27042	27000	17956	-7995	NA	7065	8600	8171	1106	NA	45075	64426	44260	-815	NA	13617	13125	13542	-75	NA	14739	14200	12013	-2726	NA	91515	98595	84826	-8771	NA	18712	18161	15238	-3474	NA	3014	3154	2402	-612	NA	107758	102903	120208	12453	NA	538699	559256	533036	-1430
23:00 EST 2/16/2021	NA	8138	8121	16599	14044	NA	26622	26606	17174	-7913	NA	6873	8266	8154	1281	NA	44225	63834	43410	-815	NA	12590	12014	12514	-76	NA	13809	13250	11086	-2723	NA	90127	95953	84573	-7321	NA	17792	17167	14122	-3670	NA	2981	3102	2399	-582	NA	104224	99437	115330	11110	NA	523874	543038	517323	-1670
00:00 EST 2/17/2021	NA	7896	7943	15667	12905	NA	25846	25688	16336	-7943	NA	6685	7863	8198	1513	NA	43502	61165	42687	-814	NA	11271	10860	11036	-235	NA	13009	12420	10406	-2603	NA	87309	92459	81693	-7094	NA	16848	16263	12989	-3859	NA	2879	3002	2401	-478	NA	102780	97738	113355	10578	NA	508306	524366	501803	-1712
01:00 EST 2/17/2021	NA	7524	7549	15065	12509	NA	24914	24515	15619	-7754	NA	6711	NA	8077	1366	NA	42688	57985	41875	-814	NA	10301	9815	10025	-276	NA	12545	12030	10131	-2414	NA	85973	89213	81254	-6038	NA	16262	15731	12444	-3818	NA	2751	2853	2423	-328	NA	100996	97236	111494	10501	NA	495794	499740	488306	-2755
02:00 EST 2/17/2021	NA	7058	7100	13694	11669	NA	23540	22966	14897	-7359	NA	6974	NA	8344	1370	NA	42713	57474	41906	-807	NA	9737	9460	9447	-290	NA	12457	11830	10008	-2449	NA	85880	87555	80639	-6492	NA	15961	15405	12484	-3477	NA	2577	2673	2390	-187	NA	100500	97409	111772	11276	NA	488516	490435	481434	-2497
03:00 EST 2/17/2021	NA	6722	6737	12601	10468	NA	22108	21462	13134	-6614	NA	7059	NA	8454	1395	NA	42524	56535	41709	-814	NA	9414	8786	9173	-241	NA	12583	11780	10030	-2553	NA	85607	86807	81176	-5650	NA	15772	15253	12261	-3511	NA	2454	2516	2385	-69	NA	100383	98299	111087	10708	NA	483669	484758	475131	-3450
04:00 EST 2/17/2021	NA	6660	6501	12639	10617	NA	21362	20789	12509	-7466	NA	7306	NA	8434	1128	NA	42938	55462	42124	-814	NA	9254	8792	9037	-217	NA	12704	11910	10181	-2523	NA	85176	86617	79983	-6464	NA	15782	15255	12253	-3529	NA	2368	2431	2202	-166	NA	101040	100720	112707	11670	NA	483648	484379	475485	-4024
05:00 EST 2/17/2021	NA	6647	6411	12450	10497	NA	20765	20115	12150	-7445	NA	7741	NA	8493	752	NA	42982	56034	42167	-814	NA	9392	9000	9141	-251	NA	12981	12310	10655	-2326	NA	84629	87422	79512	-6392	NA	16050	15531	12378	-3672	NA	2360	2391	2182	-178	NA	102838	105363	114434	11599	NA	486886	492296	479156	-3709
06:00 EST 2/17/2021	NA	6699	6396	12479	10319	NA	20338	19768	11930	-7235	NA	8505	NA	8624	119	NA	43051	56549	42236	-814	NA	10005	9680	9772	-233	NA	13368	13240	11332	-2036	NA	85572	89661	80468	-6536	NA	16780	16344	12742	-4038	NA	2351	2386	2147	-204	NA	105649	111879	118264	12619	NA	497287	508513	489729	-3783
07:00 EST 2/17/2021	NA	6770	6505	12714	10604	NA	20418	19710	12818	-7311	NA	9262	NA	9453	191	NA	43238	59162	42423	-814	NA	11137	10504	10853	-284	NA	14527	14590	12877	-1650	NA	88732	94001	83935	-6246	NA	18047	17680	14160	-3887	NA	2388	2426	2105	-283	NA	112333	116714	124510	12180	NA	519895	532245	513322	-3556
08:00 EST 2/17/2021	NA	7069	6794	13164	10982	NA	20997	20282	13741	-6984	NA	9605	NA	9743	138	NA	43811	62111	42996	-814	NA	12013	11302	11771	-242	NA	15295	15160	13624	-1671	NA	92590	98763	88351	-6134	NA	19003	18706	15301	-3702	NA	2507	2537	2101	-406	NA	116700	117619	128324	11628	NA	540161	552227	533721	-3642
09:00 EST 2/17/2021	NA	7697	7377	14622	12077	NA	22355	21705	15590	-7087	NA	9552	NA	10241	689	NA	44181	63603	43608	-572	NA	12934	12547	12714	-220	NA	15036	15060	13488	-1548	NA	94621	99672	90016	-6763	NA	19491	19152	15922	-3569	NA	2784	2791	2074	-710	NA	116587	116039	128121	11538	NA	549966	560658	544433	-3261
10:00 EST 2/17/2021	NA	8459	8071	16496	13421	NA	24295	23846	17298	-7085	NA	9057	NA	10433	1376	NA	43900	63545	43682	-218	NA	13892	13683	13740	-152	NA	14518	14530	13025	-1493	NA	95042	98489	89382	-7575	NA	19561	19160	15886	-3675	NA	3086	3130	2124	-962	NA	113448	113958	125413	11968	NA	549165	559407	544257	-1961
11:00 EST 2/17/2021	NA	8675	8402	16445	13104	NA	24922	24760	19795	-5665	NA	8545	NA	10224	1679	NA	44475	62403	44258	-217	NA	14824	14749	14694	-130	NA	14291	14240	12689	-1602	NA	94226	96708	88852	-7123	NA	19493	19046	15331	-4162	NA	3279	3315	2011	-1268	NA	110173	111863	122543	12373	NA	542749	553162	537650	-2306
12:00 EST 2/17/2021	NA	8548	8424	15182	11352	NA	24000	23917	21666	-2750	NA	7738	NA	9610	1872	NA	45181	60800	45028	-153	NA	15546	15713	15408	-138	NA	13947	14040	12339	-1608	NA	93157	94842	86755	-8321	NA	19201	18879	14954	-4247	NA	3225	3287	1911	-1314	NA	108009	110041	120809	12805	NA	532558	542392	528216	-2263
13:00 EST 2/17/2021	NA	8214	8157	13675	9968	NA	22596	22627	21935	-747	NA	7351	NA	9383	2032	NA	45026	59860	44740	-286	NA	16063	16188	15915	-148	NA	13640	13890	11855	-1785	NA	91693	93031	84192	-9144	NA	19087	18695	14662	-4425	NA	3088	3189	1676	-1412	NA	105929	108478	118016	12092	NA	520745	531288	515186	-3028
14:00 EST 2/17/2021	NA	7775	7805	12515	9146	NA	21810	21376	20677	31	NA	7110	NA	9165	2055	NA	45068	58533	44803	-265	NA	16320	16445	16124	-196	NA	13631	13950	11907	-1724	NA	90305	91439	82228	-9710	NA	18923	18601	14222	-4701	NA	2916	3079	1639	-1277	NA	104323	107113	116913	12595	NA	510620	520189	503501	-3434
15:00 EST 2/17/2021	NA	7459	7566	12054	8466	NA	20958	20617	20270	203	NA	6973	NA	8786	1813	NA	45240	57908	44842	-399	NA	16543	16832	16331	-212	NA	13926	14340	12232	-1694	NA	89090	90079	80775	-9814	NA	19046	18612	14692	-4354	NA	2804	2976	1752	-1052	NA	103075	106641	115794	12722	NA	502534	513550	495677	-4197
16:00 EST 2/17/2021	NA	7244	7379	11655	8024	NA	20517	20265	19718	260	NA	7179	NA	8245	1066	NA	45013	57707	44240	-773	NA	16636	16974	16480	-156	NA	14595	14760	13266	-1329	NA	88325	88941	79653	-10325	NA	19078	18840	14727	-4351	NA	2718	2898	1754	-964	NA	103050	108141	115966	12922	NA	499260	511787	492428	-4446
17:00 EST 2/17/2021	NA	7028	7201	11228	7511	NA	20146	20119	20142	168	NA	7459	NA	8141	682	NA	44855	56626	44042	-813	NA	16669	16561	16522	-147	NA	15515	15600	13908	-1607	NA	88208	88650	79494	-10461	NA	19615	19350	15501	-4114	NA	2658	2826	1853	-805	NA	104995	112532	118468	13480	NA	502014	514859	496102	-4726
18:00 EST 2/17/2021	NA	6862	7086	11044	7394	NA	20532	20582	19621	77	NA	7891	NA	7869	-22	NA	45235	57321	44421	-814	NA	16575	16282	16622	47	NA	16840	16870	15300	-1540	NA	89029	90011	80223	-10507	NA	20545	20139	16031	-4514	NA	2603	2776	1897	-706	NA	108269	115998	122349	14088	NA	512108	525005	505047	-5002
19:00 EST 2/17/2021	NA	6903	7081	11717	8091	NA	21046	21687	18597	-1006	NA	8467	NA	7865	-602	NA	47053	57875	46241	-811	NA	16695	16341	16647	-48	NA	17289	17310	15727	-1562	NA	90504	93154	82452	-9909	NA	21144	20575	16730	-4414	NA	2590	2773	1805	-785	NA	113159	115288	126957	13807	NA	528748	536784	521496	-4805
20:00 EST 2/17/2021	NA	7210	7274	13591	10047	NA	22835	23060	16232	-4629	NA	8471	NA	7880	-591	NA	48810	60349	48155	-655	NA	16490	15498	16394	-96	NA	16829	16840	15180	-1649	NA	91981	95198	85134	-8924	NA	20781	20312	16170	-4611	NA	2683	2834	1851	-832	NA	113575	112891	127121	13553	NA	537977	543037	529945	-4624
21:00 EST 2/17/2021	NA	7764	7693	15259	11766	NA	25381	25376	18794	-7384	NA	8329	NA	7904	-425	NA	49110	61131	48942	-168	NA	15574	14549	15397	-177	NA	16194	16160	14200	-1994	NA	90673	94534	83738	-8894	NA	20202	19743	15846	-4356	NA	2866	2994	1883	-983	NA	111939	109498	125527	13596	NA	537273	541284	531430	-4479
22:00 EST 2/17/2021	NA	8072	7970	15728	11986	NA	27183	26991	18692	-7350	NA	8038	NA	7928	-110	NA	49252	60223	48715	-537	NA	14553	13504	14368	-185	NA	15339	15300	13441	-1898	NA	88702	92797	81737	-9082	NA	19410	18907	15363	-4047	NA	2996	3107	1888	-1108	NA	108766	104634	121766	13009	NA	528586	530494	520937	-4460
23:00 EST 2/17/2021	NA	8086	7912	15407	11618	NA	26823	26611	17182	-7566	NA	7586	NA	7876	290	NA	48953	58924	48267	-686	NA	13471	12302	13199	-272	NA	14309	14220	12567	-1742	NA	85755	89815	78960	-8385	NA	18362	17872	14004	-4358	NA	2956	3069	1894	-1062	NA	104931	100419	116722	11799	NA	511237	511644	502018	-4640
00:00 EST 2/18/2021	NA	7901	7731	14916	11240	NA	26050	25787	16758	-8221	NA	7209	NA	7853	644	NA	48532	57279	47788	-743	NA	12126	11115	11784	-342	NA	13376	13260	11859	-1517	NA	82739	86197	77699	-6259	NA	17382	16917	12862	-4520	NA	2874	2981	1893	-981	NA	101778	97575	111400	9631	NA	492779	491814	484641	-4335
01:00 EST 2/18/2021	NA	7552	7375	14062	10737	NA	25030	24744	15058	-7868	NA	7060	7368	7910	850	NA	48064	55798	47289	-774	NA	11108	10409	10582	-526	NA	13103	12750	11477	-1626	NA	81315	83608	75754	-7002	NA	16702	16357	11791	-4911	NA	2735	2833	1900	-835	NA	99504	96048	109471	9975	NA	478580	485894	469655	-4355
02:00 EST 2/18/2021	NA	7122	6943	12920	9775	NA	23647	23373	13796	-8190	NA	7008	7357	7834	826	NA	47939	56591	47293	-646	NA	10383	9870	9780	-603	NA	12939	12390	11715	-1224	NA	80411	82046	74433	-7174	NA	16284	15959	11078	-5206	NA	2558	2659	1860	-698	NA	98290	95496	108106	9825	NA	468286	473620	459613	-4620
03:00 EST 2/18/2021	NA	6792	6603	11864	9069	NA	22453	21896	13693	-8140	NA	7084	7319	8037	953	NA	47757	56970	47093	-664	NA	9905	9600	9359	-546	NA	12776	12230	11612	-1164	NA	79722	81325	74112	-6715	NA	16027	15745	10787	-5240	NA	2431	2534	1857	-574	NA	97485	95879	106021	8544	NA	461207	468873	453271	-4882
04:00 EST 2/18/2021	NA	6610	6574	10965	7946	NA	21552	21100	13423	-7259	NA	7262	7419	8215	953	NA	47769	57292	47104	-664	NA	9629	9283	9084	-545	NA	13012	12230	11599	-1413	NA	79415	81222	73513	-7018	NA	15972	15669	11157	-4815	NA	2347	2449	1828	-519	NA	97437	97560	105980	8551	NA	459320	468612	451462	-4858
05:00 EST 2/18/2021	NA	6520	6679	10725	7820	NA	21180	20444	13007	-7042	NA	7627	7763	8517	890	NA	47943	57549	47279	-664	NA	9630	9580	9193	-437	NA	12939	12550	11815	-1124	NA	79727	81889	74124	-6725	NA	16147	15844	11333	-4814	NA	2326	2418	1837	-489	NA	98826	101767	106951	8132	NA	462482	475755	454273	-4871
06:00 EST 2/18/2021	NA	6571	6735	10748	7796	NA	20668	20057	13151	-6791	NA	8283	8307	8560	277	NA	48568	58466	47903	-664	NA	10147	10270	9770	-377	NA	13402	13520	12449	-953	NA	80576	84035	74918	-6883	NA	16793	16516	11994	-4799	NA	2305	2411	1837	-468	NA	101112	108127	109040	7936	NA	471993	492959	463727	-5238
07:00 EST 2/18/2021	NA	6646	6857	10858	7790	NA	20536	20003	13892	-6000	NA	9097	8932	8726	-371	NA	49865	61974	49201	-664	NA	11205	11016	10661	-544	NA	14636	14630	13379	-1257	NA	82806	88389	77580	-6772	NA	17917	17629	13447	-4470	NA	2343	2448	1846	-497	NA	106218	112954	114284	8074	NA	492220	517706	483830	-5853
08:00 EST 2/18/2021	NA	6943	7166	11416	8319	NA	21122	20574	14963	-5875	NA	9597	9121	9109	-488	NA	51517	64912	50853	-664	NA	12169	11816	11582	-587	NA	15539	15750	13851	-1688	NA	86847	93476	81495	-7255	NA	18983	18637	14706	-4277	NA	2427	2547	1861	-566	NA	111221	115004	119524	8312	NA	515647	540701	507348	-6193
09:00 EST 2/18/2021	NA	7502	7745	12795	9357	NA	22612	21993	16976	-5648	NA	9861	9062	9410	-451	NA	52680	66327	52016	-664	NA	13410	12912	12982	-428	NA	15874	16080	14402	-1472	NA	89107	95214	83518	-7520	NA	19812	19356	15474	-4338	NA	2663	2785	1895	-768	NA	113879	115659	122260	8390	NA	532540	553770	524701	-5884
10:00 EST 2/18/2021	NA	8193	8440	15033	10966	NA	24457	24103	17641	-5810	NA	9990	8834	9757	-233	NA	53837	66471	53172	-664	NA	14636	14010	14263	-373	NA	16043	16120	14574	-1469	NA	89891	94950	83963	-7864	NA	20349	19720	15977	-4372	NA	2965	3110	1902	-1063	NA	115172	115469	122981	7817	NA	544584	559411	535828	-6016
11:00 EST 2/18/2021	NA	8478	8693	15143	10668	NA	24941	24927	19617	-5951	NA	10070	8532	9857	-213	NA	54998	65485	54333	-664	NA	15719	14925	15353	-366	NA	16168	16070	14915	-1253	NA	89502	94005	83832	-7508	NA	20802	19868	16474	-4328	NA	3161	3292	1862	-1299	NA	115340	115016	122510	7177	NA	548103	559177	540607	-6235
12:00 EST 2/18/2021	NA	8454	8763	14840	10063	NA	24085	23972	20450	-3594	NA	10082	8258	9894	-188	NA	55426	64457	54760	-667	NA	16746	15604	16410	-336	NA	16210	16060	14975	-1235	NA	88623	92850	82882	-7506	NA	20940	19840	16615	-4325	NA	3184	3291	1856	-1328	NA	114455	114161	121734	7285	NA	546142	554650	539402	-4808
13:00 EST 2/18/2021	NA	8303	8435	13846	8980	NA	23033	22494	20333	-2306	NA	9825	8028	9760	-65	NA	55172	63585	54362	-810	NA	17627	15858	17205	-422	NA	16358	15880	15006	-1352	NA	87039	91580	81347	-7339	NA	21017	19753	16876	-4141	NA	3177	3228	1905	-1272	NA	113197	113335	120355	7164	NA	540607	547675	533485	-4905
14:00 EST 2/18/2021	NA	8239	8084	13364	8609	NA	22476	21372	19844	-1832	NA	9814	7850	9565	-249	NA	53915	62053	53101	-814	NA	18217	15897	17791	-426	NA	16436	15860	15081	-1355	NA	85576	90332	80443	-6758	NA	20940	19641	16718	-4222	NA	3179	3130	1776	-1403	NA	111787	112265	118375	6593	NA	534252	538766	526535	-5149
15:00 EST 2/18/2021	NA	8217	7809	13140	8338	NA	21517	20647	19458	-1383	NA	9580	7693	9503	-77	NA	52238	60557	51425	-814	NA	18658	16012	18153	-505	NA	16363	15870	14830	-1533	NA	84351	89252	78972	-6972	NA	20788	19527	16416	-4372	NA	3192	3034	1831	-1361	NA	110625	111470	117958	7339	NA	526721	531886	518977	-5132
16:00 EST 2/18/2021	NA	8167	7621	12892	8069	NA	20931	20294	19435	-942	NA	9524	7700	9471	-53	NA	50877	60250	50064	-814	NA	18838	16215	18298	-540	NA	16428	16010	14778	-1650	NA	83791	88288	78397	-6743	NA	20678	19518	16292	-4386	NA	3144	2961	1713	-1431	NA	109740	112156	116674	6940	NA	521924	529055	514727	-4822
17:00 EST 2/18/2021	NA	8144	7458	12914	7965	NA	21094	20351	19308	-1151	NA	9584	7852	9474	-110	NA	50067	59555	49254	-814	NA	18840	16136	18313	-527	NA	16685	16520	14857	-1828	NA	83828	88095	78516	-6660	NA	20815	19757	16558	-4257	NA	3119	2903	1526	-1593	NA	110317	114698	117512	7201	NA	521455	531390	513996	-5153
18:00 EST 2/18/2021	NA	8072	7336	12859	8068	NA	21147	20795	19014	-1432	NA	9807	8214	9582	-225	NA	50187	59783	49373	-814	NA	18452	16150	17815	-637	NA	17449	17380	15681	-1768	NA	85088	89321	79488	-6780	NA	21344	20286	17112	-4232	NA	3061	2853	1442	-1619	NA	112694	116654	119592	6904	NA	528088	538972	520293	-5220
19:00 EST 2/18/2021	NA	8046	7336	13398	8919	NA	21228	21752	18011	-1736	NA	9962	8645	9845	-117	NA	51526	60335	50713	-814	NA	18176	16511	17532	-644	NA	17557	17410	15856	-1701	NA	87401	92395	82177	-6577	NA	21631	20623	17501	-4130	NA	3033	2834	1447	-1586	NA	114952	114914	122014	7069	NA	538857	548528	529931	-5530
20:00 EST 2/18/2021	NA	8270	7526	15034	10675	NA	22389	23149	16474	-4421	NA	9803	8667	9595	-208	NA	54211	63393	53398	-813	NA	17759	15840	17123	-636	NA	16958	16820	15156	-1802	NA	90304	94806	85004	-6927	NA	21126	20253	17121	-4005	NA	3068	2869	1711	-1357	NA	113904	112262	121293	7395	NA	547254	555304	538363	-5801
21:00 EST 2/18/2021	NA	8554	7880	15377	11124	NA	24710	25124	18546	-6283	NA	9536	8545	9465	-71	NA	54942	64703	54130	-811	NA	16592	14916	16046	-546	NA	16149	16050	14262	-1887	NA	89948	94499	84990	-6475	NA	20387	19618	16490	-3897	NA	3176	3001	1682	-1494	NA	111500	108647	119657	8163	NA	545860	553415	538583	-5564
22:00 EST 2/18/2021	NA	8656	8053	15474	11097	NA	26406	26967	18245	-6742	NA	9207	8284	9492	285	NA	54606	63696	53937	-669	NA	15344	13860	14834	-510	NA	15229	15130	13358	-1871	NA	88447	93022	83534	-6396	NA	19562	18778	15499	-4063	NA	3196	3093	1452	-1744	NA	108006	103673	116342	8342	NA	536161	542272	527831	-4995
23:00 EST 2/18/2021	NA	8442	7952	15329	11068	NA	26360	26615	17164	-7460	NA	8720	7927	9108	388	NA	53899	62502	53234	-664	NA	14104	12657	13652	-452	NA	14203	14070	12466	-1737	NA	85996	90385	81096	-6152	NA	18568	17776	14323	-4245	NA	3097	3029	1249	-1848	NA	104168	99119	112481	8319	NA	519287	523641	511268	-4323
00:00 EST 2/19/2021	NA	8147	7720	14852	10855	NA	25564	25819	16382	-7749	NA	8352	7496	8547	195	NA	52703	60798	52038	-664	NA	12755	11526	12307	-448	NA	13285	13140	11417	-1868	NA	83768	87083	80222	-4563	NA	17604	16819	12972	-4632	NA	2977	2921	1078	-1899	NA	100756	95852	108276	7526	NA	501021	504177	493236	-4150
01:00 EST 2/19/2021	NA	7681	7347	14039	10394	NA	24532	24837	15162	-7771	NA	8123	8228	8391	268	NA	51776	59303	51110	-667	NA	11607	10873	11141	-466	NA	12690	12680	11191	-1499	NA	82223	85191	78743	-4740	NA	16824	16002	12150	-4674	NA	2794	2766	981	-1813	NA	97652	93985	105274	7628	NA	485291	490102	477816	-3675
02:00 EST 2/19/2021	NA	7211	6922	12505	9255	NA	23256	23380	13498	-7940	NA	8088	8090	8550	462	NA	51231	57383	50422	-809	NA	10864	10384	10375	-489	NA	12330	12360	10858	-1472	NA	81181	83768	76029	-6257	NA	16343	15560	11862	-4481	NA	2600	2592	916	-1684	NA	96320	93066	105913	9600	NA	474758	478386	466902	-3539
03:00 EST 2/19/2021	NA	6860	6587	11897	8999	NA	22200	21943	12386	-8104	NA	8099	8031	8473	374	NA	51276	56968	50463	-813	NA	10271	9837	9802	-469	NA	12171	12210	10702	-1469	NA	80885	83253	74944	-6913	NA	16073	15286	11473	-4600	NA	2453	2453	981	-1472	NA	96302	93073	105821	9525	NA	466864	471191	460881	-3779
04:00 EST 2/19/2021	NA	6687	6495	11288	8396	NA	21081	21147	12229	-7696	NA	8177	8074	8384	207	NA	51626	57850	50813	-814	NA	10001	9675	9620	-381	NA	12184	12240	10725	-1459	NA	80989	83347	75587	-6430	NA	16012	15190	11386	-4626	NA	2348	2382	1077	-1271	NA	96826	94751	105978	9159	NA	466258	472179	460914	-4192
